;mean;min;max;diag
346;116.57937777777778;0;255;COVID
347;143.96942222222222;7;255;COVID
348;165.45493333333334;0;232;COVID
349;143.37742222222224;23;203;COVID
350;67.67662222222222;0;156;COVID
351;146.61262222222223;0;222;COVID
352;101.8656;2;180;COVID
353;134.6976;8;217;COVID
354;145.2616888888889;29;252;COVID
355;101.95733333333334;27;149;COVID
356;140.6072888888889;6;255;COVID
357;118.45617777777778;43;210;COVID
358;147.62524444444443;0;234;COVID
359;101.60337777777778;17;177;COVID
360;54.03324444444444;0;120;COVID
361;153.5230222222222;48;216;COVID
362;144.37511111111112;11;228;COVID
363;120.488;5;255;COVID
364;154.34524444444443;60;232;COVID
365;108.52977777777778;27;186;COVID
366;128.9831111111111;2;255;COVID
367;130.80515555555556;0;217;COVID
368;126.60675555555555;0;224;COVID
369;142.3758222222222;17;205;COVID
370;126.45244444444444;7;255;COVID
371;153.0129777777778;55;218;COVID
372;161.93013333333334;78;224;COVID
373;192.3936;0;255;COVID
374;171.93226666666666;0;247;COVID
375;98.48764444444444;16;149;COVID
376;163.1728;2;255;COVID
377;114.84657777777778;0;207;COVID
378;161.08942222222223;57;208;COVID
379;141.784;0;255;COVID
380;125.69848888888889;3;255;COVID
381;114.52942222222222;0;244;COVID
382;126.42346666666667;57;189;COVID
383;153.0096;7;255;COVID
384;140.6632888888889;0;209;COVID
385;149.51004444444445;61;216;COVID
386;143.25493333333333;0;254;COVID
387;107.61742222222222;4;250;COVID
388;101.97546666666666;46;160;COVID
389;139.7504;0;231;COVID
390;154.0896;61;207;COVID
391;146.33653333333334;56;193;COVID
392;141.4224;18;230;COVID
393;132.59875555555556;2;233;COVID
394;145.14275555555557;0;245;COVID
395;137.2504888888889;51;218;COVID
396;116.46097777777777;0;253;COVID
397;119.68995555555556;0;194;COVID
398;164.31608888888888;84;229;COVID
399;155.49795555555556;0;255;COVID
400;152.77244444444443;0;240;COVID
401;126.04213333333334;0;229;COVID
402;102.26257777777778;29;152;COVID
403;163.02311111111112;1;251;COVID
404;158.36497777777777;78;224;COVID
405;105.672;26;174;COVID
406;153.88373333333334;0;251;COVID
407;99.61191111111111;30;156;COVID
408;149.64017777777778;0;255;COVID
409;107.89564444444444;0;225;COVID
410;168.13386666666668;86;224;COVID
411;149.5416888888889;0;255;COVID
412;168.25617777777776;0;255;COVID
413;136.9328;0;255;COVID
414;147.03235555555557;67;190;COVID
415;188.20337777777777;0;255;COVID
416;146.0448;0;223;COVID
417;134.33457777777778;44;192;COVID
418;142.91626666666667;0;255;COVID
419;158.49404444444446;0;248;COVID
420;148.03608888888888;74;201;COVID
421;152.40657777777778;0;255;COVID
422;134.4071111111111;0;222;COVID
423;121.8056888888889;7;210;COVID
424;117.10524444444444;51;164;COVID
425;165.70702222222224;0;255;COVID
426;160.42364444444445;71;228;COVID
427;160.67875555555557;0;255;COVID
428;95.1104;2;173;COVID
429;145.52266666666668;0;255;COVID
430;117.70684444444444;3;201;COVID
431;144.4968888888889;22;188;COVID
432;162.48213333333334;0;255;COVID
433;164.53457777777777;0;255;COVID
434;168.25617777777776;0;255;COVID
435;157.36177777777777;39;223;COVID
436;144.1008;12;214;COVID
437;150.61066666666667;0;255;COVID
438;145.77404444444446;26;199;COVID
439;132.33031111111111;0;237;COVID
440;149.74115555555557;0;226;COVID
441;159.44782222222221;55;220;COVID
442;165.11715555555554;5;255;COVID
443;159.4192;47;232;COVID
444;159.35466666666667;66;224;COVID
445;124.46471111111111;65;231;COVID
446;146.39395555555555;0;215;COVID
447;178.2144;2;250;COVID
448;165.01315555555556;61;233;COVID
449;165.06915555555557;92;227;COVID
450;126.89262222222223;4;255;COVID
451;181.95182222222223;97;232;COVID
452;144.1584;34;216;COVID
453;172.42844444444444;0;255;COVID
454;150.09955555555555;0;228;COVID
455;106.49208888888889;24;171;COVID
456;169.71875555555556;3;255;COVID
457;159.02151111111112;0;233;COVID
458;153.0167111111111;0;228;COVID
459;155.55217777777779;48;227;COVID
460;181.32746666666668;2;249;COVID
461;167.49048888888888;0;220;COVID
462;143.19377777777777;40;201;COVID
463;145.85653333333335;0;255;COVID
464;164.75253333333333;0;239;COVID
465;162.7422222222222;76;223;COVID
466;145.05724444444445;5;255;COVID
467;83.39075555555556;0;139;COVID
468;132.41884444444443;0;255;COVID
469;99.73351111111111;20;152;COVID
470;167.70933333333332;10;255;COVID
471;117.5232;2;200;COVID
472;143.99502222222222;20;223;COVID
473;158.61048888888888;6;255;COVID
474;121.78293333333333;1;204;COVID
475;103.95235555555556;18;147;COVID
476;169.2616888888889;2;255;COVID
477;110.53866666666667;9;199;COVID
478;149.69706666666667;43;201;COVID
479;168.06862222222222;1;219;COVID
480;169.4384;3;255;COVID
481;151.77617777777778;0;255;COVID
482;139.5672888888889;46;208;COVID
483;171.08764444444444;6;255;COVID
484;112.40266666666666;0;218;COVID
485;141.70204444444445;13;234;COVID
486;72.73226666666666;3;119;COVID
487;156.91146666666666;0;217;COVID
488;130.9736888888889;41;193;COVID
489;182.22275555555555;5;249;COVID
490;140.7856;0;216;COVID
491;152.00675555555554;0;249;COVID
492;156.9448888888889;54;217;COVID
493;153.19964444444443;0;255;COVID
494;141.2062222222222;4;191;COVID
495;164.09137777777778;78;229;COVID
496;152.0072888888889;0;255;COVID
497;136.07964444444445;1;214;COVID
498;106.45475555555555;23;145;COVID
499;152.0072888888889;0;255;COVID
500;167.43057777777778;0;255;COVID
501;154.02328888888889;0;255;COVID
502;161.05617777777778;96;201;COVID
503;174.36053333333334;4;255;COVID
504;148.6512;28;231;COVID
505;125.7016888888889;33;177;COVID
506;171.68853333333334;1;255;COVID
507;150.30204444444445;0;255;COVID
508;157.71715555555556;92;216;COVID
509;163.28444444444443;2;255;COVID
510;126.97937777777778;0;240;COVID
511;153.66382222222222;52;220;COVID
512;137.2848;0;218;COVID
513;145.36693333333332;0;231;COVID
514;130.78986666666665;0;217;COVID
515;103.74186666666667;33;160;COVID
516;147.90986666666666;2;255;COVID
517;151.3553777777778;76;211;COVID
518;131.12142222222224;6;255;COVID
519;105.3527111111111;0;201;COVID
520;138.38062222222223;9;228;COVID
521;190.01795555555555;0;255;COVID
522;118.4280888888889;3;212;COVID
523;148.57315555555556;0;201;COVID
524;165.79964444444445;86;220;COVID
525;148.52604444444444;8;255;COVID
526;132.81848888888888;0;221;COVID
527;154.3096888888889;65;222;COVID
528;158.75822222222223;0;255;COVID
529;145.3664;46;226;COVID
530;66.06133333333334;1;124;COVID
531;148.09564444444445;51;209;COVID
532;163.08693333333332;1;255;COVID
533;97.9248;31;139;COVID
534;137.5080888888889;0;254;COVID
535;166.17315555555555;3;255;COVID
536;128.19093333333333;0;213;COVID
537;136.34773333333334;48;200;COVID
538;190.7095111111111;39;255;COVID
539;140.90702222222222;0;253;COVID
540;125.68088888888889;23;183;COVID
541;136.8232888888889;0;224;COVID
542;134.63377777777777;0;231;COVID
543;156.98808888888888;54;230;COVID
544;164.63271111111112;0;255;COVID
545;148.60693333333333;0;217;COVID
546;148.45102222222224;0;234;COVID
547;171.20551111111112;96;233;COVID
548;134.42044444444446;0;236;COVID
549;171.23057777777777;0;255;COVID
550;141.0432;31;192;COVID
551;143.96266666666668;0;255;COVID
552;187.28746666666666;17;255;COVID
553;157.36888888888888;73;220;COVID
554;171.02666666666667;0;255;COVID
555;117.5479111111111;0;205;COVID
556;158.39537777777778;3;249;COVID
557;130.0368;0;255;COVID
558;119.21013333333333;33;167;COVID
559;146.99626666666666;7;255;COVID
560;164.61475555555555;0;216;COVID
561;145.12035555555556;38;215;COVID
562;157.2593777777778;3;250;COVID
563;142.05831111111112;0;228;COVID
564;100.22026666666666;27;145;COVID
565;143.68977777777778;8;255;COVID
566;132.0304;10;253;COVID
567;102.90737777777778;43;156;COVID
568;147.67128888888888;1;218;COVID
569;144.1783111111111;0;254;COVID
570;147.33884444444445;0;223;COVID
571;130.92195555555554;10;234;COVID
572;116.03217777777778;0;251;COVID
573;141.47377777777777;27;198;COVID
574;143.37084444444446;70;191;COVID
575;158.7534222222222;0;254;COVID
576;131.28124444444444;25;231;COVID
577;107.21973333333334;25;156;COVID
578;167.25546666666668;0;255;COVID
579;186.15235555555554;3;251;COVID
580;159.41137777777777;48;233;COVID
581;154.96924444444446;66;212;COVID
582;139.53848888888888;3;238;COVID
583;143.3703111111111;30;200;COVID
584;165.34773333333334;79;215;COVID
585;152.29866666666666;5;255;COVID
586;111.15555555555555;40;179;COVID
587;144.69546666666668;14;212;COVID
588;198.67502222222222;0;255;COVID
589;128.99537777777778;0;212;COVID
590;150.9543111111111;60;233;COVID
591;133.64782222222223;0;237;COVID
592;211.27075555555555;20;255;COVID
593;189.54275555555554;5;255;COVID
594;135.86204444444445;8;241;COVID
595;150.24373333333332;0;255;COVID
596;195.49013333333335;26;254;COVID
597;159.02986666666666;91;215;COVID
598;150.2848;0;254;COVID
599;174.80142222222221;3;248;COVID
600;146.90364444444444;4;232;COVID
601;166.20853333333332;0;253;COVID
602;119.49582222222222;0;255;COVID
603;103.8184888888889;0;216;COVID
604;144.8936888888889;71;206;COVID
605;170.86115555555557;0;254;COVID
606;137.09742222222224;0;233;COVID
607;166.2392888888889;71;236;COVID
608;118.98755555555556;1;255;COVID
609;125.56373333333333;0;255;COVID
610;100.5432888888889;27;148;COVID
611;134.1694222222222;0;232;COVID
612;166.00817777777777;63;239;COVID
613;125.58666666666667;0;255;COVID
614;157.2;87;207;COVID
615;180.14524444444444;4;250;COVID
616;165.01582222222223;61;233;COVID
617;138.50008888888888;71;192;COVID
618;164.2976;0;255;COVID
619;86.95662222222222;0;255;COVID
620;99.22115555555555;1;190;COVID
621;152.86862222222223;3;255;COVID
622;99.1784888888889;0;255;COVID
623;122.48675555555556;6;228;COVID
624;152.8632888888889;11;228;COVID
625;153.53066666666666;0;253;COVID
626;141.28142222222223;40;255;COVID
627;159.49048888888888;82;213;COVID
628;142.71413333333334;0;252;COVID
629;162.74115555555557;0;251;COVID
630;160.94186666666667;71;222;COVID
631;142.44853333333333;0;253;COVID
632;98.62204444444444;0;220;COVID
633;159.29262222222223;55;225;COVID
634;184.40604444444443;0;253;COVID
635;175.2688;0;253;COVID
636;138.75022222222222;0;201;COVID
637;160.6814222222222;73;210;COVID
638;160.29066666666668;0;255;COVID
639;113.9687111111111;6;238;COVID
640;128.52746666666667;50;185;COVID
641;158.89937777777777;17;226;COVID
642;106.30737777777777;0;159;COVID
643;142.29884444444446;14;224;COVID
644;159.76195555555555;9;224;COVID
645;160.41013333333333;66;242;COVID
646;152.472;21;255;COVID
647;156.95857777777778;61;212;COVID
648;157.4366222222222;6;255;COVID
649;135.00088888888888;0;247;COVID
650;98.69315555555555;5;190;COVID
651;174.2455111111111;2;249;COVID
652;117.10897777777778;0;200;COVID
653;149.5319111111111;61;215;COVID
654;127.43253333333334;4;255;COVID
655;125.87075555555556;0;251;COVID
656;173.42773333333332;0;254;COVID
657;163.7880888888889;58;214;COVID
658;158.80106666666666;0;255;COVID
659;152.21582222222222;16;241;COVID
660;170.86311111111112;72;222;COVID
661;150.1064888888889;0;235;COVID
662;98.3912888888889;0;196;COVID
663;150.98915555555556;70;207;COVID
664;174.43591111111112;0;255;COVID
665;99.35111111111111;10;179;COVID
666;103.70577777777778;22;159;COVID
667;129.69742222222223;7;232;COVID
668;149.7696;57;233;COVID
669;135.91608888888888;0;254;COVID
670;115.29706666666667;0;184;COVID
671;149.94755555555557;67;222;COVID
672;178.59573333333333;4;255;COVID
673;90.52462222222222;0;168;COVID
674;101.47271111111111;22;138;COVID
675;184.75768888888888;0;251;COVID
676;145.5936;26;198;COVID
677;139.1984;15;223;COVID
678;148.82364444444445;7;230;COVID
679;137.7408;0;220;COVID
680;137.1448888888889;0;228;COVID
681;113.99128888888889;0;222;COVID
682;146.58524444444444;13;240;COVID
683;174.01368888888888;0;255;COVID
684;161.37333333333333;86;226;COVID
685;173.424;0;255;COVID
686;102.90133333333333;32;162;COVID
687;149.11377777777778;0;237;COVID
688;156.2599111111111;20;220;COVID
689;174.30204444444445;2;249;COVID
690;167.4417777777778;0;253;COVID
691;96.87217777777778;30;159;COVID
692;157.7406222222222;4;255;COVID
693;135.85475555555556;29;208;COVID
694;140.79271111111112;0;255;COVID
695;154.9352888888889;77;214;COVID
696;177.9358222222222;0;255;COVID
697;140.91217777777777;0;217;COVID
698;161.5800888888889;4;255;COVID
699;139.2487111111111;68;201;COVID
700;153.5783111111111;0;254;COVID
701;180.48142222222222;91;241;COVID
702;130.70275555555557;58;179;COVID
703;140.16906666666668;0;253;COVID
704;164.09777777777776;71;225;COVID
705;172.29031111111112;0;250;COVID
706;151.90488888888888;62;218;COVID
707;170.31306666666666;0;255;COVID
708;141.62435555555555;53;214;COVID
709;179.1824;0;254;COVID
710;95.46915555555556;0;175;COVID
711;155.61813333333333;0;255;COVID
712;167.1601777777778;0;255;COVID
713;147.4920888888889;8;217;COVID
714;153.84977777777777;0;250;COVID
715;148.63075555555557;4;232;COVID
716;152.90311111111112;0;254;COVID
717;153.57226666666668;46;226;COVID
718;164.9063111111111;0;254;COVID
719;99.5328;2;181;COVID
720;167.7294222222222;0;255;COVID
721;117.61315555555555;15;214;COVID
722;143.89937777777777;0;255;COVID
723;94.8288;0;188;COVID
724;139.76355555555557;64;211;COVID
725;153.58417777777777;0;254;COVID
726;147.60924444444444;66;204;COVID
727;145.88177777777778;2;251;COVID
728;158.41582222222223;65;217;COVID
729;163.72533333333334;0;254;COVID
730;152.5432888888889;23;221;COVID
731;173.13688888888888;2;255;COVID
732;151.7384888888889;8;245;COVID
733;137.6304;0;221;COVID
734;136.16586666666666;5;237;COVID
735;156.8088888888889;32;229;COVID
736;114.06364444444445;7;255;COVID
737;116.14186666666667;0;235;COVID
738;158.67893333333333;0;254;COVID
739;89.13706666666667;0;177;COVID
740;178.07822222222222;0;255;COVID
741;99.16284444444445;26;146;COVID
742;172.58186666666666;0;254;COVID
743;155.49333333333334;26;231;COVID
744;179.7176888888889;0;253;COVID
745;164.13937777777778;0;255;COVID
746;153.46097777777777;51;217;COVID
747;166.3239111111111;0;253;COVID
748;137.35075555555557;0;220;COVID
749;130.11964444444445;0;255;COVID
750;127.54986666666667;57;193;COVID
751;172.1272888888889;0;255;COVID
752;99.80462222222222;5;180;COVID
753;192.0631111111111;40;252;COVID
754;165.01617777777778;23;229;COVID
755;138.63395555555556;0;255;COVID
756;127.96355555555556;0;229;COVID
757;154.48604444444445;78;226;COVID
758;120.48693333333334;0;255;COVID
759;151.87804444444444;46;215;COVID
760;128.75982222222223;10;210;COVID
761;151.60337777777778;34;214;COVID
762;154.8030222222222;3;255;COVID
763;165.02862222222222;73;207;COVID
764;164.5424;2;240;COVID
765;143.65386666666666;18;205;COVID
766;172.65635555555556;4;249;COVID
767;101.47093333333333;0;187;COVID
768;144.3608888888889;12;234;COVID
769;138.71946666666668;7;255;COVID
770;96.59395555555555;15;133;COVID
771;155.42773333333332;0;252;COVID
772;146.3312;10;230;COVID
773;159.89635555555554;0;253;COVID
774;98.77084444444445;1;167;COVID
775;152.68373333333332;2;233;COVID
776;146.74204444444445;74;199;COVID
777;164.51413333333332;0;250;COVID
778;123.58168888888889;61;245;COVID
779;167.90702222222222;0;255;COVID
780;100.35822222222222;15;147;COVID
781;187.0096;0;253;COVID
782;100.00693333333334;26;146;COVID
783;178.54933333333332;1;255;COVID
784;139.62115555555556;56;196;COVID
785;156.50275555555555;0;233;COVID
786;103.67146666666666;29;163;COVID
787;135.71751111111112;0;223;COVID
788;144.74026666666666;14;203;COVID
789;156.90737777777778;0;254;COVID
790;147.91608888888888;0;221;COVID
